Time Number             
0 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
1 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
2 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
3 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
4 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
5 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
6 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
7 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
8 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
9 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
10 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
11 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
12 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
13 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
14 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
15 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
16 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
17 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
18 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
19 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
20 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
21 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
22 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
23 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
24 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
25 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
26 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
27 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
28 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
29 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
30 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
31 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
32 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
33 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
34 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
35 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
36 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
37 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
38 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
39 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
40 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
41 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
42 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
43 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
44 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
45 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
46 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
47 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
48 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
49 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
50 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
51 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
52 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
53 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
54 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
55 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
56 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
57 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
58 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
59 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
60 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
61 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
62 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
63 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
64 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
65 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
66 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
67 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
68 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
69 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
70 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
71 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
72 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
73 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
74 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
75 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
76 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
77 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
78 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
79 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
80 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
81 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
82 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
83 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
84 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
85 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
86 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
87 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
88 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
89 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
90 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
91 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
92 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
93 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
94 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
95 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
96 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
97 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
98 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
99 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
100 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
101 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
102 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
103 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
104 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
105 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
106 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
107 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
108 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
109 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
110 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
111 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
112 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
113 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
114 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
115 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
116 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
117 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
118 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
119 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
120 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
121 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
122 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
123 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
124 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
125 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
126 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
127 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
128 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
129 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
130 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
131 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
132 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
133 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
134 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
135 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
136 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
137 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
138 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
139 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
140 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
141 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
142 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
143 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
144 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
145 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
146 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
147 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
148 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
149 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
150 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
151 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
152 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
153 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
154 10 A 1 500 -1 -1 -1 B 1 500 -1 -1 -1 End
